filename, Apple_Leaf_Healthy, Apple_Rust_Leaf, Apple_Scab_Leaf, Bell_Pepper_Healthy_Leaf, Bell_Pepper_Leaf_Curl, Bell_Pepper_Leaf_Spot, Cashew_Anthracnose, Cashew_Gumosis, Cashew_Healthy, Cashew_Leaf_Miner, Cashew_Red_Rust, Cassava_Bacterial_Blight, Cassava_Brown_Spot, Cassava_Green_Miite, Cassava_Healthy, Cassava_Mosaic, Corn_Gray_Leaf_Spot, Corn_Leaf_Blight, Corn_Leaf_Healthy, Corn_Rust_Leaf, Grape_Healthy_Leaf, Grape_Leaf_Black_Rot, Peach _Healthy_Leaf, Peach_Bacterial_Spot, Potato_Healthy_Leaf, Potato_Leaf_Early_Blight, Potato_Leaf_Late_Blight, Raspberry_Healthy_Leaf, Soyabean_Healthy_Leaf, Soyabeen_Diseased_Leaf, Squash_Powdery_Mildew_Leaf, Strawberry_Angular_Leaf_Spot, Strawberry_Blossom_Blight, Strawberry_Graymold, Strawberry_Healthy_Leaf, Strawberry_Leaf_Scorch, Strawberry_Leafspot, Strawberry_Powdery_Mildew_Leaf, Tomato_Early_Blight_Leaf, Tomato_Leaf_Bacterial_Spot, Tomato_Leaf_Healthy, Tomato_Leaf_Late_Blight, Tomato_Leaf_Mosaic_Virus, Tomato_Mold_Leaf, Tomato_Septoria_Leaf_Spot, Tomato_Yellow_Leaf_Curl_Virus, Tomato__Spider_Mites_Two_Spotted_Spider_Mite
Tomato___Tomato_mosaic_virus_original_fcf80369-b340-4a7c-becc-8a600eb73447___PSU_CG-2175-JPG_cb3619ad-64f2-41e0-94ad-33d9d756240b_JPG.rf.00214bdf34f216945cac9d727936d047.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
angular_leafspot381_jpg.rf.002ced4c2487d0f62f24a7601ff8590b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn_Gray_Spot-179-_JPG.rf.00327c06d433f1438950a8705037236f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrawberryLeafScorch-2817-_JPG.rf.00333e25871ad1fc6ecae0ac7b415064.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corn_Common_Rust-769-_JPG.rf.0025d737203b21bf508de6975f01f32e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Late_Blight_439_jpg.rf.003178a4d80f5bd458025d5ceca0ed42.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthracnose239__jpg.rf.0034a5ebf590c8d2bfcad575428c657f.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corn-several-Holcus-20spot-20lesions-f4_jpg.rf.003a0fe42034601426564dcfe94da7b5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthracnose1329__jpg.rf.003a60a56d8508ce47cbc7a1ad9cab41.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7ad99c3-6982-4db5-b75c-e01309734da4___YLCV_NREC-2800_JPG.rf.003f5b4ad95bfe04d9eefe73c7d6e268.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Soy-545-_JPG.rf.003eb72e5be15676fb9b3f02cd02e3ea.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h100_hight_jpg.rf.003a11fab6402cd44ef2c49e1978aeb4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train_194_jpg.rf.004304619905ff8e472c804b47a477dc.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2N8A2862_JPG.rf.004188c431067477a412bb1e267f6a59.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy289__jpg.rf.0046c94a1493f4a6289b3738b4e3819e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PeachBacterialSpot-567-_JPG.rf.0045e515470c5fef946c0615647830b9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gumosis392__jpg.rf.0053415db8ff0e70f714c0d896bba143.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthy_484_jpg.rf.00460e91d8578ab6fe2a78b1831a1e6f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soy-898-_JPG.rf.005109063c0bec658b1520d56589e2f0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2N8A3053_JPG.rf.00609e233415953b5196e9329315430f.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrawberryLeafScorch-713-_JPG.rf.004d4b6918340cf5ce2daecd79614389.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1076maize_train_leaf-spot_JPG.rf.005391ccf129a99e90c3c52b64ee213d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ef7005dc-1d44-412e-b858-145a2d7a6fa9___RS_HL-1951_JPG.rf.00478f4214bd64ee0bffafb2937800a0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45248234-50eb-465e-a7e1-7b80140db3d3___Com-G_SpM_FL-9509_JPG.rf.0063983c5c90ee93917af19c04a40048.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Train_1352_jpg.rf.006ae8cbcd5a24a682b080b8a55a6427.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d387a33f-e424-45d2-bf4d-2344a9708129___Com-G_SpM_FL-9352_JPG.rf.005606899ee013b67a11f1f518707cfb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StrawberryLeafScorch-2924-_JPG.rf.006a00c5a16419c35ca4b56f198b85d3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
angular_leafspot363_jpg.rf.006dbb3dc44eaad0271910c14bc7b5f4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160812__13ST_xanthomonas-1_jpg.rf.006c39853c71ec490621867fc84fd19c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2e02801-9306-4703-b1cd-d9247fa17a11___GCREC_Bact-Sp-6296_JPG.rf.004df405091e2f2d16cebfd2ed55d892.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
powdery_mildew_leaf411_jpg.rf.0079655e118175b80aff1bf218b89e54.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GrapeHealthy-673-_JPG.rf.0072b644d16f2ba13cc5286d7d9dcdb7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267maize_train_leaf-spot_JPG.rf.007f8209f18a1e96950da924bf868326.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
septoria-leaf-spot335__jpg.rf.00823d2ebaf5a792bda0bc9d50a3d496.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
a9bfbf7a-3669-4b5e-a5c7-ac8fcd03fd48___Crnl_L-Mold-7094_JPG.rf.008c87388e0dc90d71570b33c195bc8c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4cd7041d-6971-4a3c-a6a9-b8c6810ef0f0___MD_Powd-M-0663_JPG.rf.008795b19936bd2cde840b8abee45ab3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_add_41_jpg.rf.008329c04a344a7dd9e587cc28dc0587.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
powdery_mildew_leaf66_jpg.rf.0090bf3cf7af01a975cd0b8708761641.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Soy-94-_JPG.rf.008f6e8fdcae7b42b2a9c82b1095e63b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531maize_train_leaf-spot_JPG.rf.008ec5d7d79e957b3d154f4dde3eb173.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3da7ddc8-1c4d-4f46-ba56-e0089b01d91b___UMD_Powd-M-9674_JPG.rf.009820dd07c3338fa3a881e1a66ad0b8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
green-mite164__jpg.rf.0096c6a78fd169006e3863d170098313.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ce25a21-b7c3-4351-93c3-db7a3246a421___JR_HL-7743_JPG.rf.00987e1e66506541a4dd93bed570dffe.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy953__jpg.rf.0098970b079a1d163190fabf04e06a7c.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomato-disease-septoria-leaf-spot-d7e1xm_jpg.rf.009fe4999dda7269b5ef60ebba5bfb3c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Corn_Common_Rust-5-_jpg.rf.009e1925d538dc0f620f584efb5c5956.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771c1ccc-fa2f-436c-bf70-bd474f49bbc1___Com-G_SpM_FL-9257_JPG.rf.00a306293f9cdaa7cfee7908a4cb3de8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
974bc246-0ab0-4a54-95c8-dd0b557f676b___Crnl_L-Mold-7059_JPG.rf.00b0d26d60b61f09e042b3988f4f1db8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
blossom_blight36_jpg.rf.00b01ac780d3fe77986f73256f17ef30.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy1039__jpg.rf.00abf5932c576c47dba14543b13ce3fe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PotatoEarlyBlight-1254-_jpg.rf.00b9e862e8588c38c3f17cd3375ae3ea.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gumosis174__jpg.rf.00b58377962976ec1a0e4916c1b2ff30.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrawberryLeafScorch-713-_JPG.rf.00bb9d691f52b8207f7a70569099978d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PeachBacterialSpot-256-_JPG.rf.00b6841d6e74233d93c30a693b13958f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaf-miner1008__jpg.rf.00bc8d680ac6b8a14a2a7bbf0df60c79.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn_Blight-1133-_jpg.rf.00bd4b1b84ff7477ccacbd67c80bb406.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_6060_jpeg.rf.00ca0c1a4f2f672e42a092628022db1b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
h5_change_90_jpg.rf.00cce4e685bf6afb83943d4e673cb8ec.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Soy-608-_JPG.rf.00c9da886d63ebd56c447ce7099514b4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
powdery_mildew_leaf254_jpg.rf.00cd8ab7adefd7cac6999c0066807a1f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
StrawberryLeafScorch-2874-_JPG.rf.00d36318e81da3c3eccdf6b5e128389c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7db0dde8-3597-4a71-8fc1-cc6bc1dd89c4___PSU_CG-2196_JPG.rf.00d2b217e153408831f0adbaf18a8349.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gumosis20__jpg.rf.00dcd08c2f1e3a49a0e34c68ae07e22b.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17e50337-1fc7-413d-a9e5-2825b1b8e7bb___Mary_HL-6390_JPG.rf.00d7e4b973c3cba41835bb1beae53e70.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red-rust347__jpg.rf.00e06a50561863ed103faa3e332e0697.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45248234-50eb-465e-a7e1-7b80140db3d3___Com-G_SpM_FL-9509_JPG.rf.00de177ceb11bfd0679a9e92a65cf1df.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6196f47e-2051-40fa-b556-c800bcfb5ef2___Com-G_SpM_FL-8935_JPG.rf.00f73b6152cccd15263820096d075960.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
septoria-leaf-spot2281__jpg.rf.00e712337575ee35218027f7c673de73.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
970a299e-18bd-4bf6-83af-f0950cfe0272___Crnl_L-Mold-8668_JPG.rf.00e3f7d2c6b68030a4989a13bd41b961.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Late_Blight_345_jpg.rf.00f2e439be78380f037d1aa6615837fc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
septoria-leaf-spot1991__jpg.rf.00ffd7a8ecaa98c6b2086d3ba32a681c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PotatoEarlyBlight-1442-_JPG.rf.00f7e71ea6c3b34a7dba15b8a2198841.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gray-leaf-spot_jpg.rf.010394bc8e3e2e7b1b32a9044fb1a54a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5829c049-aa10-494a-9663-8ce0677e64f7___Mary_HL-6330_JPG.rf.010873be18d4d0024be5caf74cfa6e2c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PeachBacterialSpot-198-_JPG.rf.00fb8321e786cb4874583773ba1c5938.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthy_732_jpg.rf.01050ec11fafe20311736cd87bbdba79.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train_1709_jpg.rf.011142bfa13f2f9f12731b7a3c385764.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
